genotype_name,genotype_id,treatment,location,rep,R01_days_diff_raceme_start,R02_ratio_mean_rate,R03_max_rate,R04_days_diff_to_max_rate,R05_days_diff_main_ext_period,R06_50ht_period,R07_75ht_period,R08_50ht_rate,R09_75ht_rate,R10_max_height,R11_max_height_DAS,R12_extension_days_to_max,R13_raceme_collapse,R14_BBCH51_to_raceme_start,R15_elong_in_vern,F01_first_flowers_DAS,F02_peak_flowers_DAS,F03_flowering_days_to_peak,F06_pixel.day_peak,F07_pixel.days_to_peak,F09_mean_pixel.days_to_peak,Ground_BBCH51,Ground_BBCH60,Ground_60-51,Auto60-ground51,,,,,,,,,,,,
Dwarf_Essex,BR017-193,tenvsfive,2,3,1.000003641,0.543795646,0.816750248,1.297575201,1.796852532,2.586661748,2.196879513,0.363115739,0.441599549,1,1.351780065,1.66651861,,1.998535942,,1.3125,1.228070175,1.115384615,0.440926641,0.208523996,0.186952548,1.103448276,1.205882353,1.8,3.333333333,,,,,,,,,,,,
Taisetsu,BR017-203,tenvsfive,1,1,1.042292038,0.738390616,1.109556425,1.155070864,1.097908134,1.017665624,1.052075528,0.759735694,0.763318822,0.838350056,1.18484944,1.218732623,,-0.999080546,,1.096774194,1.421052632,2.625,0.338637959,0.921122594,0.350903845,1.08,1.0625,1,1.166666667,,,,,,,,,,,,
Taisetsu,BR017-203,tenvsfive,1,2,1.057678111,0.919179458,1.062511775,1.213179756,1.19322495,1.08798961,1.782439492,0.958603376,0.608865056,1.141527002,1.119790002,1.055793196,,0.911579372,,1.129032258,1.239130435,1.4375,0.491313195,0.666359271,0.463554276,1.2,1.0625,0.571428571,0.833333333,,,,,,,,,,,,
Taisetsu,BR017-203,tenvsfive,2,3,1.012571164,0.926275219,0.846370381,1.113435289,1.138909875,1.369278893,1.243206033,0.799742425,0.854956627,1.026902887,1.000035952,0.942184724,,4.347585739,,1,1,1,0.304016268,0.324760602,0.324760602,1.08,1,0.5,0.5,,,,,,,,,,,,
BRAUNER_SCHNITTKOHL,BR017-206,tenvsfive,1,1,1.067212631,0.807594017,0.776783705,1.236029474,1.100966592,1.53417516,1.137812895,0.520475425,0.765396871,0.954866775,1.019301024,0.827778413,,2.175029327,,1.4375,1.195652174,0.666666667,0.259269703,0.19929091,0.298936365,1.259259259,1.34375,1.8,2.4,,,,,,,,,,,,
BRAUNER_SCHNITTKOHL,BR017-206,tenvsfive,1,2,1.137242554,1.111740048,0.80704707,1.457961329,0.488548718,0.372945858,0.396811422,0.942893839,1.266936411,0.697117999,1.018121065,0.636686976,,-0.958546358,,1.322580645,0.836363636,0.24,0.14097261,0.041214347,0.171726445,1.259259259,1.21875,1,1.75,,,,,,,,,,,,
BRAUNER_SCHNITTKOHL,BR017-206,tenvsfive,2,3,1.03220476,1.569306578,1.220285588,1.059454105,0.638857886,0.744736076,0.588720826,1.352028619,1.70429637,1,0.879138818,0.687124025,,0.142716731,,1.028571429,0.581081081,0.2,0.718865797,0.243170471,1.215852357,1.066666667,1,0.666666667,0.8,,,,,,,,,,,,
CHEMBERE_DZAGUMHANA,BR017-207,tenvsfive,1,1,1.000003723,,,,,,,,,,,,,-0.464372689,,1.107142857,,,,,,1.136363636,1.103448276,1,1,,,,,,,,,,,,
CHEMBERE_DZAGUMHANA,BR017-207,tenvsfive,1,2,1.049288635,,,,,,,,,,,,,-0.381620436,,1.148148148,,,,,,1.08,1.185185185,2.5,2,,,,,,,,,,,,
CHEMBERE_DZAGUMHANA,BR017-207,tenvsfive,2,3,1.070325247,,,,,,,,,,,,,0.655734255,,1.269230769,,,,,,1.35,1.259259259,1,1,,,,,,,,,,,,
COUVE_NABICA,BR017-208,tenvsfive,1,1,1.000003763,,,,,,,,,,,,,1.000103857,,,,,,,,1,0.931034483,0.777777778,,,,,,,,,,,,,
COUVE_NABICA,BR017-208,tenvsfive,1,2,1.011723089,,,,,,,,,,,,,1.401823626,,0.896551724,,,,,,1,0.862068966,0.555555556,0.666666667,,,,,,,,,,,,
COUVE_NABICA,BR017-208,tenvsfive,2,3,1.000018335,,,,,,,,,,,,,0.299267468,,0.75,,,,,,1.1,0.862068966,0.333333333,0.166666667,,,,,,,,,,,,
RAGGED_JACK,BR017-209,tenvsfive,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAGGED_JACK,BR017-209,tenvsfive,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAGGED_JACK,BR017-209,tenvsfive,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLAPSKA_SLAPY,BR017-212,tenvsfive,1,1,1.263820428,0.943694418,0.904324962,1.784239877,0.630742911,1.133561712,0.772024329,0.387401172,0.730995438,0.704187058,1.208373052,0.621852652,,3.835477074,,1.763157895,0.905405405,0.027027027,0.087971051,0.009620305,0.355951284,1.655172414,1.717948718,1.9,2.111111111,,,,,,,,,,,,
SLAPSKA_SLAPY,BR017-212,tenvsfive,1,2,,,,,,,,,,,,,,,,,,,,,,,1.395833333,,,,,,,,,,,,,,
SLAPSKA_SLAPY,BR017-212,tenvsfive,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABUKUMA_NATANE,BR017-213,tenvsfive,1,1,1.139468784,0.256942044,0.339031832,1.267079257,1.657008203,0.27001839,1.229649251,0.553140942,0.301331092,0.622754491,1.380387655,1.239830294,,5.753418168,,1.392857143,1.588235294,2.285714286,0.272974443,0.733318749,0.320826953,1.318181818,1.344827586,1.428571429,1.666666667,,,,,,,,,,,,
ABUKUMA_NATANE,BR017-213,tenvsfive,1,2,1.056892325,0.814017084,0.857399393,1.108497299,1.235436774,1.037148829,1.341509793,0.893145922,0.737068114,1.070713023,1.048846181,0.949353026,,0.945578124,,1.107142857,1.527777778,2.777777778,0.650004159,1.720309571,0.619311446,1.227272727,1.103448276,0.714285714,0.666666667,,,,,,,,,,,,
ABUKUMA_NATANE,BR017-213,tenvsfive,2,3,1.174908543,,,,,,,,,,,,,3.94446007,,1.72,,,,,,1.35,1.333333333,1.285714286,3.2,,,,,,,,,,,,
GROENE_GRONINGER_SNIJMOES,BR017-218,tenvsfive,1,1,1.011900982,0.949752556,0.887520155,1.130163173,0.975035339,0.90664639,0.974536231,0.98328639,0.94281519,0.953347969,1.000039334,0.946198446,,6.262208752,,1.038461538,0.974358974,0.857142857,0.777267338,0.58224069,0.679280805,0.75,1,1.714285714,2,,,,,,,,,,,,
GROENE_GRONINGER_SNIJMOES,BR017-218,tenvsfive,1,2,1.035551898,0.683559551,0.750956153,1.079621657,1.289643986,1.091679932,1.240501987,0.787548632,0.706901096,0.899401849,1.118284136,1.095206927,,-0.162321492,,1.192307692,0.804347826,0.333333333,0.502691388,0.185891273,0.55767382,1.388888889,1.074074074,0.444444444,0.75,,,,,,,,,,,,
GROENE_GRONINGER_SNIJMOES,BR017-218,tenvsfive,2,3,0.976295421,,,,,,,,,,,,,0.995068958,,0.96,,,,,,0.9,0.925925926,1,1.2,,,,,,,,,,,,
RAPID_CYCLING_RAPE_CrGC5,BR017-221,tenvsfive,1,1,,,,,,,,,,0.575705731,,,,,,,0.928571429,,0.134395907,,,,,,,,,,,,,,,,,,
RAPID_CYCLING_RAPE_CrGC5,BR017-221,tenvsfive,1,2,,,,,,,,,,0.82847627,,,,,,,1.043478261,,0.18127884,,,-4.666666667,,,,,,,,,,,,,,,
RAPID_CYCLING_RAPE_CrGC5,BR017-221,tenvsfive,2,3,,,,,,,,,,0.925324675,,,,,,,1.142857143,,0.044879171,,,-4.666666667,,,,,,,,,,,,,,,
SWU_Chinese_1,BR017-229,tenvsfive,1,1,0.914443523,0.334482008,0.573821573,0.597790378,1.361134877,0.015558366,0.911589975,0.620007395,0.401778764,0.77275504,1.000039608,1.245560779,,6.698773465,,,0.774193548,,0.611952407,,,-0.727272727,,,2.142857143,,,,,,,,,,,,
SWU_Chinese_1,BR017-229,tenvsfive,1,2,,,,,,,,,,0.832439678,,,,,,0.368421053,0.928571429,,0.413439221,,,-0.615384615,0.444444444,3.2,2.5,,,,,,,,,,,,
SWU_Chinese_1,BR017-229,tenvsfive,2,3,,,,,,,,,,,,,,,,,,,,,,-0.615384615,0.24,,,,,,,,,,,,,,
SWU_Chinese_2,BR017-230,tenvsfive,1,1,,,,,,,,,,1.024409449,,,,,,0.304347826,1,,0.649264191,,,-0.727272727,0.24,,,,,,,,,,,,,,
SWU_Chinese_2,BR017-230,tenvsfive,1,2,,,,,,,,,,,,,,,,0.318181818,,,,,,,,,,,,,,,,,,,,,
SWU_Chinese_2,BR017-230,tenvsfive,2,3,0.932224503,,,,,,,,,,,,,2.476698193,,0.285714286,,,,,,-1.333333333,0.5,,,,,,,,,,,,,,
Zhouyou,BR017-237,tenvsfive,1,1,0.871062455,0.855028511,0.770247998,0.588469046,1.288262625,1.368573114,1.401972461,0.822130865,0.788967908,1.08549715,0.860442729,1.175888572,,,,0.518518519,0.911764706,2.25,1.860125918,3.888335721,1.728149209,,0.666666667,,,,,,,,,,,,,,
Zhouyou,BR017-237,tenvsfive,2,2,0.891039045,0.867798813,1.019256082,0.450062869,1.32729869,1.296087317,1.654502807,0.955047996,0.706169815,1.095294818,0.912271177,1.286931613,,0.698218328,,0.541666667,0.935483871,2.125,1.205657042,2.411820315,1.134974266,0.461538462,0.52,,,,,,,,,,,,,,
Zhouyou,BR017-237,tenvsfive,2,3,0.904430478,0.765774097,0.864067085,0.666708297,1.525719079,1.369900427,1.619276675,0.937814498,0.734657615,1.099267155,0.97318831,1.439302441,,1.165982775,,0.5,1,5.666666667,0.682747585,2.179153611,0.38455652,0.4,0.555555556,,,,,,,,,,,,,,
STELLAR_DH,BR017-239,tenvsfive,1,1,,,,,,,,,,0.881846154,,,,,,,,,,,,0.066666667,,,,,,,,,,,,,,,
STELLAR_DH,BR017-239,tenvsfive,2,2,0.862040144,0.57876671,0.58352638,0.564498506,1.115088275,0.925015823,1.197250805,0.485710676,0.505701511,0.790963855,0.678524194,0.88855351,,2.132345332,,0.375,0.878787879,2.1,0.520097566,0.678558499,0.323123095,0.066666667,0.44,1,0.888888889,,,,,,,,,,,,
STELLAR_DH,BR017-239,tenvsfive,2,3,0.887533317,0.510108854,0.464188972,0.665705667,1.371873055,1.03746842,1.532156922,0.490917099,0.430906723,0.847800926,0.912468477,1.24678546,,3.479686415,,0.5,1,1.916666667,0.766493874,0.903486221,0.471384116,0.066666667,0.44,1,1.428571429,,,,,,,,,,,,
WESTAR_DH,BR017-240,tenvsfive,1,1,,,,,,,,,,1.228915663,,,,,,0.388888889,0.774193548,1.214285714,1.203116604,,,,0.333333333,,,,,,,,,,,,,,
WESTAR_DH,BR017-240,tenvsfive,2,2,,,,,,,,,,,,,,,,0.3,,,,,,,0.3,,,,,,,,,,,,,,
WESTAR_DH,BR017-240,tenvsfive,2,3,,,,,,,,,,,,,,,,0.315789474,,,,,,,0.55,,,,,,,,,,,,,,
MONTY-028DH,BR017-257,tenvsfive,1,1,,,,,,,,,,0.760057471,,,,,,,1.148148148,,0.165656988,,,-1,0.066666667,3,4.5,,,,,,,,,,,,
MONTY-028DH,BR017-257,tenvsfive,2,2,,,,,,,,,,,,,,,,,,,,,,-1,0.076923077,6,8.5,,,,,,,,,,,,
MONTY-028DH,BR017-257,tenvsfive,2,3,,,,,,,,,,1.013078471,,,,,,,0.875,,1.914953271,,,-0.733333333,0.05,2.4,3.4,,,,,,,,,,,,
N01D-1330,BR017-258,tenvsfive,1,1,0.888780681,0.641042959,0.660824873,0.554737916,1.098713951,0.608381761,1.214390723,0.699118284,0.5405392,0.851556265,0.597227546,0.647372544,,,,0.4,1,2.5,0.738116092,1.685409607,0.674163843,,0.3,,,,,,,,,,,,,,
N01D-1330,BR017-258,tenvsfive,2,2,0.889182749,0.609329709,0.650531572,0.564698564,1.289158852,0.86998593,1.286955446,0.669973806,0.583511254,0.891219891,0.678593022,0.801124865,,2.097893314,,0.368421053,0.896551724,1.818181818,0.777198833,0.851281352,0.468204744,0.133333333,0.55,1.8,1.25,,,,,,,,,,,,
N01D-1330,BR017-258,tenvsfive,2,3,0.901266167,0.643096219,0.65955165,0.549793181,1.376080834,1.12000492,1.37851287,0.657976518,0.623221963,0.965490196,0.917297419,1.278637542,,1.600952452,,0.473684211,0.892857143,1.7,0.828051734,1.096716224,0.645127191,0.153846154,0.55,1.285714286,1.166666667,,,,,,,,,,,,
ERGLU,BR017-263,tenvsfive,1,1,0.868907104,,,,,,,,,,,,,,,0.333333333,,,,,,,0.24,,,,,,,,,,,,,,
ERGLU,BR017-263,tenvsfive,2,2,0.889226445,,,,,,,,,,,,,0.988156938,,0.454545455,,,,,,0.4,0.5,0.714285714,0.571428571,,,,,,,,,,,,
ERGLU,BR017-263,tenvsfive,2,3,0.901273999,0.482862647,0.443088554,0.54993542,1.137894373,0.75420316,1.123252125,0.44850831,0.451645338,0.699519231,0.836968002,1.072738956,,2.665872753,,0.428571429,0.933333333,2,0.947728829,0.93221668,0.46610834,0.133333333,0.5,1.285714286,1.166666667,,,,,,,,,,,,
Liho,BR017-271,tenvsfive,1,1,,,,,,,,,,0.979695431,,,,,,,,,,,,-1,-0.055555556,1.428571429,2.25,,,,,,,,,,,,
Liho,BR017-271,tenvsfive,2,2,,,,,,,,,,0.827751196,,,,,,,0.827586207,1.357142857,0.408175717,0.398116719,0.293349162,-1.833333333,-0.055555556,0.833333333,1.7,,,,,,,,,,,,
Liho,BR017-271,tenvsfive,2,3,,,,,,,,,,0.928205128,,,,,,,,,,,,-1.833333333,-0.055555556,0.833333333,1.636363636,,,,,,,,,,,,
Bronowski,BR017-273,tenvsfive,1,1,0.865490201,0.41664742,0.477336759,0.621902845,1.22084409,0.822947429,1.351366851,0.292595429,0.33557967,0.712643678,0.867223529,1.251567058,,1.866912692,,0.333333333,0.84375,2.222222222,0.874276261,0.556424638,0.250391087,0.066666667,0.24,0.5,0.777777778,,,,,,,,,,,,
Bronowski,BR017-273,tenvsfive,2,2,0.886466306,,,,,,,,,,,,,7.93656912,,0.45,,,,,,0.066666667,0.55,2,1.6,,,,,,,,,,,,
Bronowski,BR017-273,tenvsfive,2,3,0.936807358,,,,,,,,,,,,,4.671204669,,0.578947368,,,,,,0.076923077,0.55,1.428571429,1.666666667,,,,,,,,,,,,
Ceska_Krajova,BR017-274,tenvsfive,1,1,0.94059697,0.573777236,0.637556095,0.699831075,1.213632164,0.707151511,1.256478773,0.667676635,0.518879267,0.853115727,0.867354162,0.978023861,,33.9541206,,0.615384615,0.96875,2.285714286,0.786452922,1.279562017,0.559808382,0.3,0.555555556,1.285714286,1.666666667,,,,,,,,,,,,
Ceska_Krajova,BR017-274,tenvsfive,2,2,0.939413393,,,,,,,,,,,,,5.391248763,,0.583333333,,,,,,0.333333333,0.52,1,1.333333333,,,,,,,,,,,,
Ceska_Krajova,BR017-274,tenvsfive,2,3,0.927683546,0.642386077,0.576617203,0.696432357,1.04735952,0.769125438,1.051348789,0.650089017,0.607789432,0.790633609,0.861394938,1.032780701,,1.489711942,,0.56,0.848484848,1.666666667,1.132298137,0.896720135,0.538032081,0.4,0.6,0.9,0.8,,,,,,,,,,,,
Duplo,BR017-275,tenvsfive,1,1,0.92426937,0.433304162,0.38366557,1.222786176,0.923806076,0.677504083,1.060733415,0.200243117,0.324732971,0.613062569,0.706963623,0.754934854,,,,0.428571429,1.068965517,2.555555556,0.726493926,1.008214356,0.394518661,,0.272727273,,,,,,,,,,,,,,
Duplo,BR017-275,tenvsfive,2,2,0.935796651,0.5779945,0.494326473,0.623922268,0.982864456,0.774158837,0.985475675,0.503762327,0.537296641,0.720500272,0.863255176,1.002241661,,3.689841799,,0.523809524,0.965517241,2,0.840373694,1.103978915,0.551989458,0.076923077,0.5,1.111111111,1.25,,,,,,,,,,,,
Duplo,BR017-275,tenvsfive,2,3,0.936299386,0.596134565,0.436141201,0.809410766,0.803740351,0.485323178,0.838194118,0.589565848,0.524762204,0.622337363,1.037977201,1.294579222,,5.063572369,,0.45,1,2,0.552391588,0.539597849,0.269798925,0.4,0.55,1,0.6,,,,,,,,,,,,
Topas,BR017-283,tenvsfive,1,1,,,,,,,,,,0.863410596,,,,,,0.35,0.8125,1.461538462,1.113043478,,,-0.733333333,0.3,3.4,3.6,,,,,,,,,,,,
Topas,BR017-283,tenvsfive,2,2,,,,,,,,,,0.718570517,,,,,,0.315789474,0.806451613,1.461538462,0.636997877,,,-1,0.3,1.888888889,2.125,,,,,,,,,,,,
Topas,BR017-283,tenvsfive,2,3,,,,,,,,,,,,,,,,,,,,,,-0.611111111,,,,,,,,,,,,,,,
HUGUENOT,BR017-410,tenvsfive,1,1,1.139006838,0.877472162,0.664906439,1.353138124,0.981003688,0.922990915,1.051728841,0.856486973,0.80401128,0.920678337,1.178142028,0.851309773,,-2.021426226,,1.413793103,1.486486486,1.666666667,0.493141487,1.009826827,0.605896096,1.28,1.3,1.4,2.25,,,,,,,,,,,,
HUGUENOT,BR017-410,tenvsfive,2,2,1.117012107,0.73343882,0.772547724,1.423369982,1.214305872,0.94435052,1.189077498,0.887932761,0.739659369,0.933518006,1.260467271,1.064564933,,1.034974756,,1.346153846,1.486486486,1.75,0.521137969,1.174893988,0.671367993,1.454545455,1.172413793,0.285714286,0.75,,,,,,,,,,,,
HUGUENOT,BR017-410,tenvsfive,2,3,1.070868276,0.82563308,1.01104847,1.135412985,1.090505465,1.12093049,1.120232075,0.795107431,0.802093631,0.906908665,1.063225397,0.842671725,,0.693006443,,1.068965517,1.102564103,1.181818182,0.497037037,0.345236306,0.292123028,1.35,1.259259259,1,0.444444444,,,,,,,,,,,,
Wilhelmsburger,BR017-448,tenvsfive,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilhelmsburger,BR017-448,tenvsfive,2,2,0.876589877,0.52585898,0.568015473,0.496178275,1.414598236,0.916834877,1.314243468,0.72871866,0.553995528,0.803153888,0.918961014,1.447085536,,-7.327926098,,0.545454545,0.833333333,1.8,0.806676417,1.416304348,0.786835749,0.222222222,0.529411765,1.714285714,2,,,,,,,,,,,,
Wilhelmsburger,BR017-448,tenvsfive,2,3,0.987815783,0.878619736,0.685324827,0.954647162,0.822391772,0.711509593,0.877384121,0.825470693,0.790854037,0.832645846,0.895161149,0.865677538,,5.247975547,,0.857142857,1.137931034,1.777777778,0.720149254,1.248991918,0.702557954,0.4,0.818181818,1.714285714,2,,,,,,,,,,,,
Cabernet,BR017-509,tenvsfive,1,1,1.13440121,,,,,,,,,,,,,-2.817844651,,,,,,,,1.333333333,1.34375,1.4,,,,,,,,,,,,,
Cabernet,BR017-509,tenvsfive,2,2,1.086870238,0.801432693,0.784010263,1.252198201,1.000339264,0.852721511,1.025894871,0.882808384,0.77123506,0.842619184,1.048312641,0.842084401,,1.596323726,,1.272727273,1.105263158,0.88,0.430617726,0.267526102,0.304006934,1.259259259,1.264705882,1.285714286,1.333333333,,,,,,,,,,,,
Cabernet,BR017-509,tenvsfive,2,3,,,,,,,,,,,,,,,,,1.016129032,7.333333333,0.886643836,7.872086721,1.073466371,,,0.571428571,0.6,,,,,,,,,,,,
Cabriolet,BR017-510,tenvsfive,1,1,1.023743694,0.797603506,1.088231647,1.140080481,1.190055931,1.19784895,1.179174035,0.827128419,0.812182,0.917960089,1.087822614,1.081813804,,-1.373592855,,1.192307692,1.34375,1.857142857,1.000176258,2.287238719,1.231590079,1.25,1.074074074,0.571428571,1,,,,,,,,,,,,
Cabriolet,BR017-510,tenvsfive,2,2,1.035911847,,,,,,,,,,,,,1.387991912,,1.12,,,,,,1.111111111,1.36,2,1.142857143,,,,,,,,,,,,
Cabriolet,BR017-510,tenvsfive,2,3,1.023952665,0.831284221,0.753085739,1.081600711,0.905760856,0.83934373,0.912830316,0.82863573,0.811247859,0.801776791,1.000040188,0.891163595,,3.036198778,,1.12,1.258064516,1.714285714,0.623832261,1.037918312,0.605452348,1,1.074074074,1.285714286,1.6,,,,,,,,,,,,
Castille,BR017-511,tenvsfive,1,1,0.935851737,0.751818246,0.69917053,0.803694462,1.430885963,1.389572861,1.533253801,0.779073352,0.702514147,1.070871261,0.991693688,1.168430168,,12.83643066,,0.739130435,0.744186047,0.761904762,0.755485647,0.624941664,0.820235934,0.333333333,0.72,1.714285714,2.2,,,,,,,,,,,,
Castille,BR017-511,tenvsfive,2,2,,,,,,,,,,,,,,,,,,,,,,0.315789474,,,,,,,,,,,,,,,
Castille,BR017-511,tenvsfive,2,3,0.962596676,0.749612807,0.723447405,0.789628602,1.134187918,0.955472799,1.084350147,0.80719544,0.76854773,0.915175995,1.0000399,1.133260373,,4.021747472,,0.714285714,1,1.6,1.095949143,1.490810911,0.93175682,0.4,0.681818182,1.285714286,1.5,,,,,,,,,,,,
Catana,BR017-512,tenvsfive,1,1,0.973777181,,,,,,,,,,,,,1.600581394,,0.807692308,,,,,,0.833333333,0.8,0.714285714,0.75,,,,,,,,,,,,
Catana,BR017-512,tenvsfive,2,2,0.963117297,0.857800291,0.627451778,0.806097818,0.916269282,0.908498551,0.937069284,0.787717063,0.823377508,0.838949172,0.931329137,1.003982986,,0.721508208,,0.739130435,1.068965517,2.142857143,1.112008073,1.992145515,0.929667907,0.866666667,0.72,0.5,0.5,,,,,,,,,,,,
Catana,BR017-512,tenvsfive,2,3,0.987764156,0.82389019,0.864921984,0.900134215,1.041956032,0.856221654,0.988023479,0.928593622,0.855483815,0.908105023,1.000039874,1.046238929,,1.335567574,,0.863636364,1.071428571,1.714285714,1.607944732,2.615969084,1.525981966,0.866666667,0.8,0.7,0.857142857,,,,,,,,,,,,
Chuanyou_2,BR017-513,tenvsfive,1,1,0.88616077,0.713817423,0.65770284,0.571983231,1.404535522,0.991047324,1.521591664,1.001129893,0.657631646,1.008974359,1.04181576,1.659722824,,,,0.444444444,0.794117647,2,0.759844055,0.724689363,0.362344682,,0.407407407,,,,,,,,,,,,,,
Chuanyou_2,BR017-513,tenvsfive,2,2,0.880177405,0.83445301,0.994635617,0.514534228,1.324216754,1.195342166,1.387846389,0.906373138,0.793010913,1.121232418,0.790909245,1.052065014,,0.601746436,,0.52,0.875,2,1.166294587,1.732138515,0.866069258,0.461538462,0.481481481,,,,,,,,,,,,,,
Chuanyou_2,BR017-513,tenvsfive,2,3,0.868945715,,,,,,,,,,,,,0.747670766,,0.607142857,,,,,,0.307692308,0.481481481,,,,,,,,,,,,,,
Dimension,BR017-514,tenvsfive,1,1,,,,,,,,,,,,,,,,1.259259259,,,,,,1.45,1.259259259,0.714285714,0.714285714,,,,,,,,,,,,
Dimension,BR017-514,tenvsfive,2,2,1.012581019,,,,,,,,,,,,,0.2859265,,1.035714286,,,,,,1.136363636,1.074074074,0.8,0.666666667,,,,,,,,,,,,
Dimension,BR017-514,tenvsfive,2,3,1.039984466,,,,,,,,,,,,,0.199957205,,1.2,,,,,,1.25,1.28,1.4,1,,,,,,,,,,,,
Excalibur,BR017-515,tenvsfive,1,1,1.000018689,,,,,,,,,,,,,1.000488084,,0.923076923,,,,,,1,1,1,0.75,,,,,,,,,,,,
Excalibur,BR017-515,tenvsfive,2,2,1.048379395,,,,,,,,,,,,,2.248002788,,1.130434783,,,,,,1.111111111,1.08,1,1.2,,,,,,,,,,,,
Excalibur,BR017-515,tenvsfive,2,3,0.975837844,,,,,,,,,,,,,2.504098176,,0.863636364,,,,,,0.722222222,0.8,1,1.5,,,,,,,,,,,,
Flash,BR017-516,tenvsfive,1,1,0.942212255,,,,,,,,,,,,,27.20786148,,0.791666667,,,,,,0.3,0.72,2.4,3.25,,,,,,,,,,,,
Flash,BR017-516,tenvsfive,2,2,1.035867629,,,,,,,,,,,,,0.62962788,,1.12,,,,,,1.222222222,1,0.555555556,0.857142857,,,,,,,,,,,,
Flash,BR017-516,tenvsfive,2,3,1.024268959,,,,,,,,,,,,,-15.24852761,,1,,,,,,1,1,1,1,,,,,,,,,,,,
Huron_x_Navajo,BR017-517,tenvsfive,1,1,1.023066322,0.754764115,0.710615095,1.16059742,1.120479632,1.160646897,1.205545393,0.677803884,0.69107094,0.894294294,1.000033328,0.91258458,,0.984249599,,1.148148148,1.210526316,1.333333333,0.734023904,0.941412232,0.706059174,1.08,1.185185185,2.5,2,,,,,,,,,,,,
Huron_x_Navajo,BR017-517,tenvsfive,2,2,1.057473012,,,,,,,,,,,,,0.568086269,,1.24,,,,,,1.35,1.454545455,2.5,0.8,,,,,,,,,,,,
Huron_x_Navajo,BR017-517,tenvsfive,2,3,1.028665457,0.599029805,0.814979547,1.201024663,1.409991367,1.402612383,1.34886805,0.575669993,0.620311634,0.875076173,1.271523963,1.450560695,,-0.53983782,,1.2,1.194444444,1.166666667,0.377210216,0.510310548,0.437409042,1.35,1.16,0.4,0.6,,,,,,,,,,,,
Inca_x_Contact,BR017-518,tenvsfive,1,1,1.034902044,0.892452319,0.707439431,1.189670143,0.970812631,0.870973358,0.992227533,0.932452287,0.861500756,0.911364872,1.008443592,0.889172948,,-0.525139418,,1.148148148,1.15,1.142857143,0.699634035,0.889112338,0.777973296,1.227272727,1.074074074,0.4,0.8,,,,,,,,,,,,
Inca_x_Contact,BR017-518,tenvsfive,2,2,1.023252294,0.891892434,0.816066793,1.114454532,0.972751128,1.014814443,1.012476877,0.789282044,0.842774737,0.923327896,1.000037036,0.899865614,,-0.142859655,,1.076923077,1.135135135,1.25,0.860140798,1.291924349,1.033539479,1.25,1.074074074,0.571428571,0.5,,,,,,,,,,,,
Inca_x_Contact,BR017-518,tenvsfive,2,3,1.024230384,,,,,,,,,,,,,-0.503016182,,1.12,,,,,,1.25,1.16,0.8,0.6,,,,,,,,,,,,
Ningyou_7,BR017-520,tenvsfive,1,1,0.960614386,,,,,,,,,,,,,-21.20165404,,0.666666667,,,,,,0.315789474,0.666666667,,,,,,,,,,,,,,
Ningyou_7,BR017-520,tenvsfive,2,2,0.86850626,,,,,,,,,,,,,1.000454497,,0.44,,,,,,0.352941176,0.407407407,,,,,,,,,,,,,,
Ningyou_7,BR017-520,tenvsfive,2,3,0.927753143,0.652216855,1.22103846,0.707670483,1.53983829,1.26205733,1.381031644,0.879856581,0.740588244,0.94687915,1.159501788,1.669031332,,2.711819148,,0.571428571,0.909090909,2.5,1.083196005,1.603729642,0.641491857,0.352941176,0.666666667,,,,,,,,,,,,,,
Palmedor,BR017-521,tenvsfive,1,1,1.000018679,0.901862206,1.061489981,1.043034759,0.983452832,0.961408205,1.005527538,0.88524716,0.874763375,0.91388102,1.000033579,1,,2.574406885,,0.923076923,1,1.166666667,0.768325648,0.706451331,0.605529712,0.9,1,1.4,1,,,,,,,,,,,,
Palmedor,BR017-521,tenvsfive,2,2,1.036406506,0.879562659,1.090807807,1.194484524,1.157528754,0.985570192,1.1615395,1.008541029,0.872260575,1.036363636,1.027644446,0.919854938,,2.902146295,,1.086956522,1.121212121,1.181818182,0.695222405,0.899762902,0.76133784,1,1,1,1.4,,,,,,,,,,,,
Palmedor,BR017-521,tenvsfive,2,3,1.023153116,0.798745982,0.737646427,1.096103913,0.905796844,0.785433173,0.935722146,0.773763685,0.74732515,0.814753189,0.89527532,0.739230588,,5.734160954,,1,1.1,1.333333333,0.862450207,1.254075135,0.940556351,0.833333333,1,1.428571429,1.75,,,,,,,,,,,,
POH_285_Bolko,BR017-522,tenvsfive,1,1,1.134367674,0.784609058,0.594436536,1.488691098,1.276570632,1.647673117,1.41295714,0.609308288,0.709198948,1,1.348816504,1.213589969,,-2.236580225,,1.483870968,1.347826087,1.0625,0.967283543,0.903537489,0.850388225,1.64,1.4375,0.714285714,0.833333333,,,,,,,,,,,,
